,_id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,bonusPointsEarnedReason,purchaseDate,rewardsReceiptStatus,totalSpent,purchasedItemCount,userId
19,5ff1e1c80a720f052300056d,1609687496000,1609687496000,1609687502000.0,1609687502000,1609687496000.0,All-receipts receipt bonus,1609601096000.0,FINISHED,1.0,2.0,5ff1e194b6a9d73a3a9f1052
20,5f9c74f90a7214ad07000038,1604089081000,1604089081000,1609688395000.0,1609688395000,1609688395000.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604002681000.0,FINISHED,14.0,6.0,5f9c74e3f1937815bd2c1d73
21,5ff1e1960a720f0523000567,1609687446000,1609687446000,1609687450000.0,1609687450000,1609687450000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609601046000.0,FINISHED,1.0,1.0,5ff1e196cfcf6c399c274a38
22,5ff1e1ec0a7214ada100056c,1609687532000,1609687532000,1609687532000.0,1609687537000,1609687532000.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609632000000.0,FINISHED,21.0,2.0,5ff1e1eacfcf6c399c274ae6
23,5ff1e1d70a720f0523000571,1609687511000,1609687511000,1609687512000.0,1609687512000,1609687512000.0,COMPLETE_PARTNER_RECEIPT,1609601111000.0,FINISHED,2.0,2.0,5ff1e194b6a9d73a3a9f1052
24,5ff1e1c60a7214ada100055e,1609687494000,1609687494000,1609687499000.0,1609687499000,1609687494000.0,All-receipts receipt bonus,1609601094000.0,FINISHED,1.0,2.0,5ff1e194b6a9d73a3a9f1052
25,5ff1e1ee0a7214ada1000570,1609687534000,1609687534000,1609687535000.0,1609687540000,1609687535000.0,All-receipts receipt bonus,1609632000000.0,FINISHED,27.0,5.0,5ff1e1eacfcf6c399c274ae6
26,5ff1e1cf0a720f0523000570,1609687503000,1609687503000,1609687509000.0,1609687509000,1609687503000.0,All-receipts receipt bonus,1609601103000.0,FINISHED,1.0,2.0,5ff1e194b6a9d73a3a9f1052
27,5ff1e1e10a720f0523000572,1609687521000,1609687521000,1609687521000.0,1609687526000,1609687521000.0,COMPLETE_NONPARTNER_RECEIPT,1609601121000.0,FINISHED,1.0,1.0,5ff1e194b6a9d73a3a9f1052
28,5ff1e1d40a7214ada1000562,1609687508000,1609687508000,,1609687508000,,,1509321600000.0,REJECTED,3.0,3.0,5ff1e194b6a9d73a3a9f1052
29,5ff1e1ee0a720f0523000578,1609687534000,1609687534000,1609687534000.0,1609687539000,1609687534000.0,All-receipts receipt bonus,1609632000000.0,FINISHED,27.0,4.0,5ff1e1eacfcf6c399c274ae6
30,5ff371030a7214ada10005a5,1609789699000,1609789699000,1609789700000.0,1609789700000,1609789700000.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1608422400000.0,FINISHED,10.0,10.0,5ff370c562fde912123a5e0e
31,5ff36dcc0a720f05230005b1,1609788876000,1609788876000,1609788876000.0,1609788876000,1609788876000.0,All-receipts receipt bonus,1609788876000.0,FINISHED,0.99,1.0,5ff36d0362fde912123a5535
32,5ff36c750a7214ada100058f,1609788533000,1609788533000,1609788534000.0,1609788534000,1609788534000.0,,1609702133000.0,FINISHED,89.91,9.0,5ff36be7135e7011bcb856d3
33,5ff36d860a720f05230005a7,1609788806000,1609788806000,1609788806000.0,1609788806000,1609788806000.0,COMPLETE_PARTNER_RECEIPT,1609702406000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
34,5ff36d9f0a720f05230005ab,1609788831000,1609788831000,1609788831000.0,1609788831000,1609788831000.0,COMPLETE_PARTNER_RECEIPT,1608406431000.0,FINISHED,1.0,1.0,5ff36d0362fde912123a5535
35,5ff36adb0a720f0523000590,1609788123000,1609788123000,1609788124000.0,1609788124000,1609788124000.0,,1609308000000.0,FINISHED,49.95,5.0,5ff36a3862fde912123a4460
36,5ff36da00a7214ada100059b,1609788832000,1609788832000,1609788832000.0,1609788832000,1609788832000.0,All-receipts receipt bonus,1609702432000.0,FINISHED,1.0,1.0,5ff36d0362fde912123a5535
37,5ff36dc40a7214ada100059f,1609788868000,1609788868000,1609788868000.0,1609788868000,1609788868000.0,All-receipts receipt bonus,1609702468000.0,FINISHED,89.91,9.0,5ff36d0362fde912123a5535
38,5ff3710b0a7214ada10005a7,1609789707000,1609789707000,1609789708000.0,1609789708000,1609789708000.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609703307000.0,FINISHED,89.91,9.0,5ff370c562fde912123a5e0e
39,5ff36d780a7214ada1000593,1609788792000,1609788792000,1609788794000.0,1609788794000,1609788794000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609788792000.0,FINISHED,10.0,1.0,5ff36d78135e7011bcb86488
40,5ff371410a7214ada10005ba,1609789761000,1609789761000,1609789761000.0,1609789761000,1609789761000.0,COMPLETE_PARTNER_RECEIPT,1609703361000.0,FINISHED,1.0,1.0,5ff370c562fde912123a5e0e
41,5ff36c8b0a720f05230005a1,1609788555000,1609788555000,1609788557000.0,1609788557000,1609788557000.0,All-receipts receipt bonus,1609702155000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
42,5ff36c550a7214ada1000588,1609788501000,1609788501000,1609788501000.0,1609788501000,1609788501000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609480800000.0,FINISHED,25.0,5.0,5ff36be7135e7011bcb856d3
43,5ff36acb0a720f052300058d,1609788107000,1609788107000,1609788108000.0,1609788108000,1609788108000.0,All-receipts receipt bonus,1609701707000.0,FINISHED,89.91,9.0,5ff36a3862fde912123a4460
44,5ff371450a7214ada10005bd,1609789765000,1609789765000,1609789766000.0,1609789766000,1609789766000.0,All-receipts receipt bonus,1608789600000.0,FINISHED,49.95,5.0,5ff370c562fde912123a5e0e
45,5ff36d9d0a720f05230005aa,1609788829000,1609788829000,1609788829000.0,1609788829000,1609788829000.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609480800000.0,FINISHED,25.0,5.0,5ff36d0362fde912123a5535
46,5ff36c590a7214ada1000589,1609788505000,1609788505000,1609788505000.0,1609788505000,1609788505000.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609308000000.0,FINISHED,25.0,5.0,5ff36be7135e7011bcb856d3
47,5ff29be20a7214ada1000571,1609735138000,1609735138000,1609735146000.0,1609735149000,1609735146000.0,COMPLETE_NONPARTNER_RECEIPT,1609632000000.0,FINISHED,1.0,1.0,5964eb07e4b03efd0c0f267b
48,5ff3416f0a7214ada1000576,1609777519000,1609777519000,1609777519000.0,1609777519000,1609777519000.0,COMPLETE_NONPARTNER_RECEIPT,1609718400000.0,FINISHED,28.57,1.0,5c3388caea88e15513a95069
49,5ff36c6d0a720f0523000597,1609788525000,1609788525000,1609788525000.0,1609788525000,1609788525000.0,All-receipts receipt bonus,1609702125000.0,FINISHED,18.2,4.0,5ff36be7135e7011bcb856d3
50,5ff36a830a7214ada100057b,1609788035000,1609788035000,1609788036000.0,1609788036000,1609788036000.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1608405635000.0,FINISHED,1.0,1.0,5ff36a3862fde912123a4460
51,5ff36c570a720f0523000593,1609788503000,1609788503000,1609788503000.0,1609788503000,1609788503000.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609702103000.0,FINISHED,10.0,1.0,5ff36be7135e7011bcb856d3
52,5ff3713c0a7214ada10005b6,1609789756000,1609789756000,1609789756000.0,1609789756000,1609789756000.0,,1609703356000.0,FINISHED,10.0,1.0,5ff370c562fde912123a5e0e
53,5ff371130a7214ada10005aa,1609789715000,1609789715000,1609789716000.0,1609789716000,1609789716000.0,COMPLETE_PARTNER_RECEIPT,1609789715000.0,FINISHED,0.99,1.0,5ff370c562fde912123a5e0e
54,5ff370f00a7214ada10005a3,1609789680000,1609789680000,1609789681000.0,1609789681000,1609789681000.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1608508800000.0,FINISHED,49.95,5.0,5ff370c562fde912123a5e0e
55,5ff371240a7214ada10005b3,1609789732000,1609789732000,1609789732000.0,1609789732000,1609789732000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609703332000.0,FINISHED,1.0,1.0,5ff37124135e7011bcb86bc3
56,5ff36c8d0a7214ada1000591,1609788557000,1609788557000,1609788557000.0,1609788557000,1609788557000.0,All-receipts receipt bonus,1609702157000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
57,5ff36ad40a7214ada1000585,1609788116000,1609788116000,1609788116000.0,1609788116000,1609788116000.0,All-receipts receipt bonus,1609788116000.0,FINISHED,0.99,1.0,5ff36a3862fde912123a4460
58,5ff36dcb0a7214ada10005a0,1609788875000,1609788875000,1609788876000.0,1609788876000,1609788876000.0,All-receipts receipt bonus,1609702475000.0,FINISHED,9.99,1.0,5ff36d0362fde912123a5535
59,5ff3416d0a7214ada1000575,1609777517000,1609777517000,1609777517000.0,1609777517000,1609777517000.0,COMPLETE_NONPARTNER_RECEIPT,1609718400000.0,FINISHED,28.57,1.0,5c3388caea88e15513a95069
60,5ff4ce430a7214ada10005d8,1609879107000,1609879107000,1609879108000.0,1609879113000,1609879108000.0,All-receipts receipt bonus,1609804800000.0,FINISHED,25.0,4.0,5ff4ce3dc3d63511e2a484dc
61,5ff4ce400a7214ada10005d5,1609879104000,1609879104000,1609879104000.0,1609879109000,1609879104000.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609804800000.0,FINISHED,27.0,5.0,5ff4ce3dc3d63511e2a484dc
62,5ff4a4ca0a7214ada10005d0,1609868490000,1609868490000,,1609868492000,,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1599955200000.0,REJECTED,34.96,2.0,5fbc35711d967d1222cbfefc
63,5ff473de0a720f05230005bd,1609855966000,1609855966000,1609855967000.0,1609855967000,1609855967000.0,All-receipts receipt bonus,1608732766000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
64,5ff4ce8c0a7214ada10005e6,1609879180000,1609879180000,1609879181000.0,1609879186000,1609879181000.0,COMPLETE_NONPARTNER_RECEIPT,1609792780000.0,FINISHED,1.0,1.0,5ff4ce33c3d63511e2a484b6
65,5ff4ce3d0a7214ada10005d3,1609879101000,1609879101000,1609879102000.0,1609879107000,1609879102000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609804800000.0,FINISHED,29.0,2.0,5ff4ce3dc3d63511e2a484dc
66,5ff473b40a7214ada10005c5,1609855924000,1609855924000,1609855924000.0,1609855924000,1609855924000.0,COMPLETE_PARTNER_RECEIPT,1609769524000.0,FINISHED,1.0,1.0,5ff47392c3d63511e2a47881
67,5ff473f30a720f05230005c0,1609855987000,1609855987000,1609855988000.0,1609855988000,1609855988000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609855987000.0,FINISHED,10.0,1.0,5ff473f3c1e2d0121a9b2707
68,5ff4ce3a0a7214ada10005d2,1609879098000,1609879098000,1609879099000.0,1609879103000,1609879099000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609804800000.0,FINISHED,21.0,2.0,5ff4ce3ac1e2d0121a9b2fb3
69,5ff473a90a7214ada10005c2,1609855913000,1609855913000,1609855914000.0,1609855914000,1609855914000.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609394400000.0,FINISHED,25.0,5.0,5ff47392c3d63511e2a47881
70,5ff473b10a7214ada10005c4,1609855921000,1609855921000,1609855921000.0,1609855921000,1609855921000.0,,1609567200000.0,FINISHED,49.95,5.0,5ff47392c3d63511e2a47881
71,5ff475820a7214ada10005cf,1609856386000,1609856386000,,1609856386000,,,,SUBMITTED,,,5a43c08fe4b014fd6b6a0612
72,5ff4ce550a7214ada10005db,1609879125000,1609879125000,1609879131000.0,1609879131000,1609879126000.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609792725000.0,FINISHED,1.0,2.0,5ff4ce33c3d63511e2a484b6
73,5ff4ce430a720f05230005c9,1609879107000,1609879107000,1609879107000.0,1609879112000,1609879107000.0,All-receipts receipt bonus,1609804800000.0,FINISHED,29.0,1.0,5ff4ce3dc3d63511e2a484dc
74,5ff473d40a7214ada10005c9,1609855956000,1609855956000,1609855957000.0,1609855957000,1609855957000.0,All-receipts receipt bonus,1609855956000.0,FINISHED,9.99,1.0,5ff47392c3d63511e2a47881
75,5ff4ce690a7214ada10005e2,1609879145000,1609879145000,,1609879147000,1609879146000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609792744000.0,FLAGGED,13.0,5.0,5ff4ce68c1e2d0121a9b3022
76,5ff473f60a7214ada10005ce,1609855990000,1609855990000,1609855991000.0,1609855991000,1609855991000.0,,1609394400000.0,FINISHED,49.95,5.0,5ff47392c3d63511e2a47881
77,5ff473cf0a7214ada10005c8,1609855951000,1609855951000,1609855952000.0,1609855952000,1609855952000.0,All-receipts receipt bonus,1609769551000.0,FINISHED,9.99,1.0,5ff47392c3d63511e2a47881
78,5fa5ad370a720f05ef000089,1604693303000,1604693303000,1609880020000.0,1609880020000,1609880020000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604606903000.0,FINISHED,291.0,11.0,5fa5ad376a26f611e71ab5ef
79,5ff4ce650a7214ada10005e1,1609879141000,1609879141000,,1609879142000,1609879142000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609792741000.0,FLAGGED,1.0,1.0,5ff4ce65c3d63511e2a4853b
80,5ff473e40a7214ada10005cc,1609855972000,1609855972000,1609855973000.0,1609855973000,1609855973000.0,COMPLETE_PARTNER_RECEIPT,1609769572000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
81,5ff4ce3c0a720f05230005c4,1609879100000,1609879100000,,1609879100000,,,,FLAGGED,0.0,0.0,5ff4ce3cc1e2d0121a9b2fba
82,5ff473d00a720f05230005bb,1609855952000,1609855952000,1609855952000.0,1609855952000,1609855952000.0,All-receipts receipt bonus,1609855952000.0,FINISHED,0.99,1.0,5ff47392c3d63511e2a47881
83,5ff473b20a720f05230005b7,1609855922000,1609855922000,1609855923000.0,1609855923000,1609855923000.0,All-receipts receipt bonus,1608876000000.0,FINISHED,49.95,5.0,5ff47392c3d63511e2a47881
84,5ff473ad0a7214ada10005c3,1609855917000,1609855917000,1609855917000.0,1609855917000,1609855917000.0,COMPLETE_PARTNER_RECEIPT,1609769517000.0,FINISHED,1.0,1.0,5ff47392c3d63511e2a47881
85,5ff4ce640a7214ada10005e0,1609879140000,1609879140000,1609879140000.0,1609879140000,1609879140000.0,COMPLETE_NONPARTNER_RECEIPT,1612557540000.0,FINISHED,1.0,1.0,5ff4ce33c3d63511e2a484b6
86,5ff4ce3f0a720f05230005c6,1609879103000,1609879103000,1609879104000.0,1609879108000,1609879104000.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609804800000.0,FINISHED,29.0,2.0,5ff4ce3dc3d63511e2a484dc
87,5ff4ce4e0a7214ada10005da,1609879118000,1609879118000,1609879124000.0,1609879124000,1609879118000.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609792718000.0,FINISHED,1.0,2.0,5ff4ce33c3d63511e2a484b6
88,5ff473bc0a720f05230005b8,1609855932000,1609855932000,1609855933000.0,1609855933000,1609855933000.0,,1609769532000.0,FINISHED,18.2,4.0,5ff47392c3d63511e2a47881
89,5ff4a80e0a720f05230005c2,1609869326000,1609869326000,1609869329000.0,1609869329000,1609869329000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609286400000.0,FINISHED,34.96,2.0,5fbc35711d967d1222cbfefc
90,5ff5d1da0a7214ada10005f8,1609945562000,1609945562000,1609945563000.0,1609945563000,1609945563000.0,All-receipts receipt bonus,1608563162000.0,FINISHED,1.0,1.0,5ff5d15aeb7c7d12096d91a2
91,5ff5d1d40a7214ada10005f4,1609945556000,1609945556000,1609945557000.0,1609945557000,1609945557000.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945556000.0,FINISHED,25.0,5.0,5ff5d15aeb7c7d12096d91a2
92,5ff5d1a00a7214ada10005ed,1609945504000,1609945504000,1609945505000.0,1609945505000,1609945505000.0,COMPLETE_PARTNER_RECEIPT,1609859104000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
93,5ff5ecb90a7214ada10005f9,1609952440000,1609952440000,,1609952440000,,,,SUBMITTED,,,5a43c08fe4b014fd6b6a0612
94,5ff5d1e20a720f05230005da,1609945570000,1609945570000,1609945571000.0,1609945571000,1609945571000.0,COMPLETE_PARTNER_RECEIPT,1609859170000.0,FINISHED,1.0,1.0,5ff5d15aeb7c7d12096d91a2
95,5ff5d1e10a720f05230005d9,1609945569000,1609945569000,1609945569000.0,1609945569000,1609945569000.0,All-receipts receipt bonus,1608962400000.0,FINISHED,49.95,5.0,5ff5d15aeb7c7d12096d91a2
96,5ff5d1fd0a720f05230005de,1609945597000,1609945597000,1609945598000.0,1609945598000,1609945598000.0,All-receipts receipt bonus,1609859197000.0,FINISHED,89.91,9.0,5ff5d15aeb7c7d12096d91a2
97,5ff5d1d80a7214ada10005f6,1609945560000,1609945560000,1609945560000.0,1609945560000,1609945560000.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609653600000.0,FINISHED,25.0,5.0,5ff5d15aeb7c7d12096d91a2
98,5ff5d19d0a7214ada10005ec,1609945501000,1609945501000,1609945502000.0,1609945502000,1609945502000.0,COMPLETE_PARTNER_RECEIPT,1609859101000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
99,5ff5d1f20a720f05230005db,1609945586000,1609945586000,1609945587000.0,1609945587000,1609945587000.0,All-receipts receipt bonus,1609859186000.0,FINISHED,18.2,4.0,5ff5d15aeb7c7d12096d91a2
100,5ff5d1dc0a720f05230005d6,1609945564000,1609945564000,1609945564000.0,1609945564000,1609945564000.0,All-receipts receipt bonus,1609859164000.0,FINISHED,1.0,1.0,5ff5d15aeb7c7d12096d91a2
101,5ff5d1dd0a720f05230005d7,1609945565000,1609945565000,1609945566000.0,1609945566000,1609945566000.0,,1609653600000.0,FINISHED,49.95,5.0,5ff5d15aeb7c7d12096d91a2
102,5ff5d1a30a7214ada10005ef,1609945507000,1609945507000,1609945508000.0,1609945508000,1609945508000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609859107000.0,FINISHED,1.0,1.0,5ff5d1a38f142f11dd1886ba
103,5ff5d20c0a720f05230005e3,1609945612000,1609945612000,1609945613000.0,1609945613000,1609945613000.0,All-receipts receipt bonus,1609859212000.0,FINISHED,4.66,4.0,5ff5d15aeb7c7d12096d91a2
104,5ff5d1fa0a720f05230005dd,1609945594000,1609945594000,1609945594000.0,1609945594000,1609945594000.0,COMPLETE_PARTNER_RECEIPT,1609859194000.0,FINISHED,4.66,4.0,5ff5d15aeb7c7d12096d91a2
105,5ff5d1d80a7214ada10005f7,1609945560000,1609945560000,1609945561000.0,1609945561000,1609945561000.0,,1609480800000.0,FINISHED,25.0,5.0,5ff5d15aeb7c7d12096d91a2
106,5ff5d1f40a720f05230005dc,1609945588000,1609945588000,1609945589000.0,1609945589000,1609945589000.0,All-receipts receipt bonus,1608595200000.0,FINISHED,10.0,10.0,5ff5d15aeb7c7d12096d91a2
107,5ff5d2060a720f05230005e0,1609945606000,1609945606000,1609945606000.0,1609945606000,1609945606000.0,,1609859206000.0,FINISHED,9.99,1.0,5ff5d15aeb7c7d12096d91a2
108,5ff618e30a7214ada10005fa,1609963747000,1609963747000,1609963782000.0,1609963785000,1609963782000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609891200000.0,FINISHED,52.12,16.0,5ff616a68f142f11dd189163
109,5ff5d2060a720f05230005e1,1609945606000,1609945606000,1609945607000.0,1609945607000,1609945607000.0,COMPLETE_PARTNER_RECEIPT,1609945606000.0,FINISHED,0.99,1.0,5ff5d15aeb7c7d12096d91a2
110,5ff5d1df0a720f05230005d8,1609945567000,1609945567000,1609945568000.0,1609945568000,1609945568000.0,All-receipts receipt bonus,1609653600000.0,FINISHED,49.95,5.0,5ff5d15aeb7c7d12096d91a2
111,5ff5d1990a7214ada10005ea,1609945497000,1609945497000,1609945498000.0,1609945498000,1609945498000.0,All-receipts receipt bonus,1608822297000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
112,5ff5d1d00a7214ada10005f2,1609945552000,1609945552000,1609945553000.0,1609945553000,1609945553000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609945552000.0,FINISHED,10.0,1.0,5ff5d1d08f142f11dd18884c
113,5ff5d1d60a7214ada10005f5,1609945558000,1609945558000,1609945558000.0,1609945558000,1609945558000.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609859158000.0,FINISHED,10.0,1.0,5ff5d15aeb7c7d12096d91a2
114,5ff5d1940a7214ada10005e9,1609945492000,1609945492000,1609945496000.0,1609945496000,1609945496000.0,All-receipts receipt bonus,1608822292000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
115,5ff5d2030a720f05230005df,1609945603000,1609945603000,1609945603000.0,1609945603000,1609945603000.0,COMPLETE_NONPARTNER_RECEIPT,1609945603000.0,FINISHED,9.99,1.0,5ff5d15aeb7c7d12096d91a2
116,5ff5d1a10a7214ada10005ee,1609945505000,1609945505000,1609945506000.0,1609945506000,1609945506000.0,COMPLETE_PARTNER_RECEIPT,1609859105000.0,FINISHED,1.0,1.0,54943462e4b07e684157a532
117,5ff5d19c0a7214ada10005eb,1609945500000,1609945500000,1609945500000.0,1609945500000,1609945500000.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609859100000.0,FINISHED,1.0,1.0,5ff5d19b8f142f11dd188696
