,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,originalMetaBriteBarcode,originalMetaBriteDescription,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,needsFetchReviewReason,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,userFlaggedDescription,deleted,priceAfterCoupon,metabriteCampaignId,originalFinalPrice,originalMetaBriteItemPrice,receipt_id,brandID,itemID
49,,,,,True,2,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,50
50,,,,,True,3,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,51
51,,,,,True,4,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,52
52,,,,,True,5,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,53
53,,,,,True,8,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,54
54,,,,,True,9,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,55
55,075925306254,,1,1,,1,,1.0,,,,,,,,,KRAFT NATURAL CHEESE - SHREDDED,559c2234e4b06aca36af13c6,,,,,,,,,,True,,,,,,,5fb1bd510a7214ad890000e3,,56
56,,,,,True,11,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,57
57,,,,,True,7,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,58
58,,,,,True,6,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb1bd510a7214ad890000e3,,59
59,,,,,True,10,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,60
60,,,,,True,9,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,61
61,,,,,True,8,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,62
62,,,,,True,7,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,63
63,,,,,True,6,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,64
64,,,,,True,5,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,65
65,,,,,True,3,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,66
66,,,,,True,4,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,67
67,,,,,True,11,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,68
68,075925306254,,1,1,,1,,1.0,,,,,,,,,KRAFT NATURAL CHEESE - SHREDDED,559c2234e4b06aca36af13c6,,,,,,,,,,True,,,,,,,5fb2da580a7214ad89000114,,69
69,,,,,True,2,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5fb2da580a7214ad89000114,,70
70,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1960a720f0523000567,,71
71,013562300631,"Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz",50.00,50.00,True,1,,5,,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,5332f5f3e4b03c9a25efd0ae,,,50.00,,013562300631,POINTS_GREATER_THAN_THRESHOLD,1,,,,,,,,,,5ff1e1a10a720f0523000568,,72
72,046000832517,"Old El Paso Mild Chopped Green Chiles, 4.5 Oz",10.00,10.00,,0,,1,,,,,,,Action not allowed for user and CPG,5332f5f3e4b03c9a25efd0ae,OLD EL PASO BEANS & PEPPERS,5332f5f3e4b03c9a25efd0ae,BRAND,,,,,,,,,,,,,,,,5ff1e1a40a720f0523000569,,73
73,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1b20a7214ada100055a,,74
74,,,,,True,11,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,75
75,075925306254,,1,1,,1,,1.0,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,,,,5ff1e1b40a7214ada100055b,,76
76,,,,,True,10,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,77
77,,,,,True,9,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,78
78,,,,,True,8,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,79
79,,,,,True,7,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,80
80,,,,,True,3,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,81
81,,,,,True,4,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,82
82,,,,,True,6,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,83
83,,,,,True,5,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,84
84,,,,,True,2,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,5ff1e1b40a7214ada100055b,,85
85,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,86
86,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,1,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,87
87,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,2,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,88
88,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,3,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,89
89,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,9,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,90
90,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,6,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,91
91,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,7,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,92
92,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,8,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,93
93,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,10,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,94
94,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,5,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,5ff1e1b60a7214ada100055c,,95
95,028400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,10.00,10.00,True,2,True,1,028400642255,True,10.00,1.0,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS SPICY SWEET CHILI SINGLE SERVE,5332f5fbe4b03c9a25efd0ba,,,,,,USER_FLAGGED,,,,,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,,,,,,5ff1e1bb0a720f052300056b,,96
96,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1bb0a720f052300056b,,97
97,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1c50a720f052300056c,,98
98,1234,,,,True,2,True,,1234,True,,,,,,,,,,,,,,USER_FLAGGED,,,,,,,,,,,5ff1e1c60a7214ada100055e,,99
99,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1c60a7214ada100055e,,100
100,1234,,,,True,2,True,,1234,True,,,,,,,,,,,,,,USER_FLAGGED,,,,,,,,,,,5ff1e1c80a720f052300056d,,101
101,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1c80a720f052300056d,,102
102,,MSSN TORTLLA,2.23,2.23,,1009,,1,,,,,,,,,,,MISSION,TACO BELL TACO SHELLS,2.23,MSSN TORTLLA,,,,,,,,,,,,,5ff1e1cd0a720f052300056f,,103
103,4011,ITEM NOT FOUND,1,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1cf0a720f0523000570,,104
104,1234,,,,True,2,True,,1234,True,,,,,,,,,,,,,,USER_FLAGGED,,,,,,,,,,,5ff1e1cf0a720f0523000570,,105
105,1234,,2.56,2.56,True,2,True,3,1234,True,2.56,3.0,,,,,,,,,,,,USER_FLAGGED,,,,,,,,,,,5ff1e1d20a7214ada1000561,,106
106,4011,ITEM NOT FOUND,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1d20a7214ada1000561,,107
107,,DELETED ITEM,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,True,,,,,5ff1e1d40a7214ada1000562,,108
108,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1d40a7214ada1000562,,109
109,2700719497082,NEXXUS REPLENISHING HAIR TREATMENT LIQUID RP 33.8 OZ,1,1,,2,,1,,,,,,,,5332f5f6e4b03c9a25efd0b4,NEXXUS HAIR CARE,5332f5f6e4b03c9a25efd0b4,,,,,,,,10.0,800,,,,,,,,5ff1e1d70a720f0523000571,,110
110,041000168468,KNORR ASSORTED PASTA SIDE DISH POUCH IN CARDBORD BX 34.4 OZ,1,1,,1,,1,,,,,,,,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,,,,,,,,10.0,800,,,,,,,,5ff1e1d70a720f0523000571,,111
111,028400642255,DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ,10.00,10.00,False,2,True,1,028400642255,True,10.00,1.0,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS SPICY SWEET CHILI SINGLE SERVE,5332f5fbe4b03c9a25efd0ba,,,,,,,,,800,,,,,,,,5ff1e1df0a7214ada1000564,,112
112,4011,ITEM NOT FOUND,1,1,False,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5ff1e1df0a7214ada1000564,,113
